SMILES,[Toxicity/AMES Mutagenesis] Predictions,[Toxicity/AMES Mutagenesis] Probability,[Toxicity/AMES Mutagenesis] Interpretation,[Toxicity/Avian] Predictions,[Toxicity/Avian] Probability,[Toxicity/Avian] Interpretation,[Toxicity/Bee] Predictions,[Toxicity/Bee] Probability,[Toxicity/Bee] Interpretation,[Toxicity/Bioconcentration Factor] Predictions,[Toxicity/Bioconcentration Factor] Interpretation,[Toxicity/Biodegradation] Predictions,[Toxicity/Biodegradation] Probability,[Toxicity/Biodegradation] Interpretation,[Toxicity/Carcinogenesis] Predictions,[Toxicity/Carcinogenesis] Probability,[Toxicity/Carcinogenesis] Interpretation,[Toxicity/Crustacean] Predictions,[Toxicity/Crustacean] Probability,[Toxicity/Crustacean] Interpretation,[Toxicity/Liver Injury I (DILI)] Predictions,[Toxicity/Liver Injury I (DILI)] Probability,[Toxicity/Liver Injury I (DILI)] Interpretation,[Toxicity/Eye Corrosion] Predictions,[Toxicity/Eye Corrosion] Probability,[Toxicity/Eye Corrosion] Interpretation,[Toxicity/Eye irritation] Predictions,[Toxicity/Eye irritation] Probability,[Toxicity/Eye irritation] Interpretation,[Toxicity/Maximum Tolerated Dose] Predictions,[Toxicity/Maximum Tolerated Dose] Interpretation,[Toxicity/Liver Injury II] Predictions,[Toxicity/Liver Injury II] Probability,[Toxicity/Liver Injury II] Interpretation,[Toxicity/hERG Blockers] Predictions,[Toxicity/hERG Blockers] Probability,[Toxicity/hERG Blockers] Interpretation,[Toxicity/Daphnia Maga] Predictions,[Toxicity/Daphnia Maga] Interpretation,[Toxicity/Micronucleos] Predictions,[Toxicity/Micronucleos] Probability,[Toxicity/Micronucleos] Interpretation,[Toxicity/NR-AhR] Predictions,[Toxicity/NR-AhR] Probability,[Toxicity/NR-AhR] Interpretation,[Toxicity/NR-AR] Predictions,[Toxicity/NR-AR] Probability,[Toxicity/NR-AR] Interpretation,[Toxicity/NR-AR-LBD] Predictions,[Toxicity/NR-AR-LBD] Probability,[Toxicity/NR-AR-LBD] Interpretation,[Toxicity/NR-Aromatase] Predictions,[Toxicity/NR-Aromatase] Probability,[Toxicity/NR-Aromatase] Interpretation,[Toxicity/NR-ER] Predictions,[Toxicity/NR-ER] Probability,[Toxicity/NR-ER] Interpretation,[Toxicity/NR-ER-LBD] Predictions,[Toxicity/NR-ER-LBD] Probability,[Toxicity/NR-ER-LBD] Interpretation,[Toxicity/NR-GR] Predictions,[Toxicity/NR-GR] Probability,[Toxicity/NR-GR] Interpretation,[Toxicity/NR-PPAR-gamma] Predictions,[Toxicity/NR-PPAR-gamma] Probability,[Toxicity/NR-PPAR-gamma] Interpretation,[Toxicity/NR-TR] Predictions,[Toxicity/NR-TR] Probability,[Toxicity/NR-TR] Interpretation,[Toxicity/T. Pyriformis] Predictions,[Toxicity/T. Pyriformis] Interpretation,[Toxicity/Rat (Acute)] Predictions,[Toxicity/Rat (Acute)] Interpretation,[Toxicity/Rat (Chronic Oral)] Predictions,[Toxicity/Rat (Chronic Oral)] Interpretation,[Toxicity/Fathead Minnow] Predictions,[Toxicity/Fathead Minnow] Interpretation,[Toxicity/Respiratory Disease] Predictions,[Toxicity/Respiratory Disease] Probability,[Toxicity/Respiratory Disease] Interpretation,[Toxicity/Skin Sensitisation] Predictions,[Toxicity/Skin Sensitisation] Probability,[Toxicity/Skin Sensitisation] Interpretation,[Toxicity/SR-ARE] Predictions,[Toxicity/SR-ARE] Probability,[Toxicity/SR-ARE] Interpretation,[Toxicity/SR-ATAD5] Predictions,[Toxicity/SR-ATAD5] Probability,[Toxicity/SR-ATAD5] Interpretation,[Toxicity/SR-HSE] Predictions,[Toxicity/SR-HSE] Probability,[Toxicity/SR-HSE] Interpretation,[Toxicity/SR-MMP] Predictions,[Toxicity/SR-MMP] Probability,[Toxicity/SR-MMP] Interpretation,[Toxicity/SR-p53] Predictions,[Toxicity/SR-p53] Probability,[Toxicity/SR-p53] Interpretation
O[C@H]1[C@H](O)CO[C@H](Nc2c(Nc3ccc(Cl)c(C(F)(F)F)c3)c(=S)c2=S)[C@@H]1O,Toxic,0.998,Toxic  (High Confidence),Safe,0.030,Safe  (High Confidence),Toxic,0.592,Toxic  (Low Confidence),-0.730,None,Safe,0.000,Safe  (High Confidence),Safe,0.182,Safe  (Medium Confidence),Toxic,0.803,Toxic  (Medium Confidence),Safe,0.452,Safe  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),0.460,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.786,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),4.040,None,Toxic,0.998,Toxic  (High Confidence),Safe,0.113,Safe  (High Confidence),Safe,0.215,Safe  (Medium Confidence),Safe,0.024,Safe  (High Confidence),Safe,0.149,Safe  (High Confidence),Safe,0.103,Safe  (High Confidence),Safe,0.043,Safe  (High Confidence),Toxic,0.581,Toxic  (Low Confidence),Safe,0.042,Safe  (High Confidence),Toxic,0.827,Toxic  (Medium Confidence),-6.180,PIGC50% > -0.5 log ug/L: toxic,2.850,None,2.050,None,4.060,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.999,Toxic  (High Confidence),Toxic,0.577,Toxic  (Low Confidence),Safe,0.467,Safe  (Low Confidence),Safe,0.026,Safe  (High Confidence),Safe,0.102,Safe  (High Confidence),Safe,0.329,Safe  (Medium Confidence),Toxic,0.989,Toxic  (High Confidence)
O=C(CC(=O)c1ccccc1C#Cc1ccccc1Nc1c(N[C@H](Cc2ccccc2)C(=O)O)c(=S)c1=S)c1ccccc1,Safe,0.001,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Toxic,0.732,Toxic  (Medium Confidence),-0.160,None,Safe,0.000,Safe  (High Confidence),Toxic,0.801,Toxic  (Medium Confidence),Toxic,0.999,Toxic  (High Confidence),Toxic,0.743,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.004,Safe  (High Confidence),-0.590,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.894,Toxic  (High Confidence),Safe,0.011,Safe  (High Confidence),2.800,None,Toxic,0.999,Toxic  (High Confidence),Safe,0.227,Safe  (Medium Confidence),Safe,0.153,Safe  (High Confidence),Safe,0.025,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.265,Safe  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.441,Safe  (Low Confidence),Safe,0.010,Safe  (High Confidence),Toxic,0.844,Toxic  (High Confidence),-40642.920,PIGC50% > -0.5 log ug/L: toxic,2.680,None,2.530,None,71.060,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.996,Toxic  (High Confidence),Safe,0.422,Safe  (Low Confidence),Toxic,0.744,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.101,Safe  (High Confidence),Toxic,0.991,Toxic  (High Confidence),Safe,0.006,Safe  (High Confidence)
CC(C)(C)C(=O)NCCCNC(=O)NCC(=O)NCC(=O)O,Safe,0.017,Safe  (High Confidence),Safe,0.005,Safe  (High Confidence),Safe,0.297,Safe  (Medium Confidence),-1.410,None,Toxic,0.748,Toxic  (Medium Confidence),Safe,0.149,Safe  (High Confidence),Safe,0.068,Safe  (High Confidence),Safe,0.105,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.083,Safe  (High Confidence),0.460,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.504,Toxic  (Low Confidence),Safe,0.000,Safe  (High Confidence),3.650,None,Toxic,0.871,Toxic  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.028,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.073,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.008,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.004,Safe  (High Confidence),3.890,PIGC50% > -0.5 log ug/L: toxic,1.640,None,1.980,None,3.610,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.655,Toxic  (Low Confidence),Toxic,0.531,Toxic  (Low Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.010,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence)
O=C(O)[C@@H](Cc1ccccc1)Nc1c(Nc2ccc(-c3cn(Cc4ccccn4)nn3)cc2)c1=O,Safe,0.000,Safe  (High Confidence),Safe,0.048,Safe  (High Confidence),Toxic,0.545,Toxic  (Low Confidence),0.400,None,Safe,0.000,Safe  (High Confidence),Safe,0.324,Safe  (Medium Confidence),Toxic,0.993,Toxic  (High Confidence),Toxic,0.856,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.010,Safe  (High Confidence),0.180,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.901,Toxic  (High Confidence),Safe,0.445,Safe  (Low Confidence),5.680,None,Toxic,0.997,Toxic  (High Confidence),Toxic,0.513,Toxic  (Low Confidence),Safe,0.129,Safe  (High Confidence),Safe,0.018,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.118,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.359,Safe  (Low Confidence),Safe,0.042,Safe  (High Confidence),Safe,0.037,Safe  (High Confidence),-782.100,PIGC50% > -0.5 log ug/L: toxic,3.000,None,1.630,None,6.600,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.958,Toxic  (High Confidence),Safe,0.438,Safe  (Low Confidence),Toxic,0.556,Toxic  (Low Confidence),Safe,0.030,Safe  (High Confidence),Safe,0.079,Safe  (High Confidence),Toxic,0.536,Toxic  (Low Confidence),Safe,0.000,Safe  (High Confidence)
Cc1ccc(-n2nc(C(C)(C)C)cc2Nc2c(Nc3ccccc3NS(=O)(=O)c3ccccc3)c2=O)cc1,Safe,0.003,Safe  (High Confidence),Safe,0.035,Safe  (High Confidence),Toxic,0.681,Toxic  (Medium Confidence),1.530,None,Safe,0.000,Safe  (High Confidence),Safe,0.118,Safe  (High Confidence),Toxic,0.999,Toxic  (High Confidence),Toxic,0.853,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.054,Safe  (High Confidence),0.150,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.924,Toxic  (High Confidence),Safe,0.209,Safe  (Medium Confidence),5.340,None,Toxic,1.000,Toxic  (High Confidence),Safe,0.033,Safe  (High Confidence),Safe,0.197,Safe  (Medium Confidence),Safe,0.005,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.031,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.399,Safe  (Low Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.207,Safe  (Medium Confidence),-1822.700,PIGC50% > -0.5 log ug/L: toxic,2.140,None,2.270,None,13.140,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.173,Safe  (Medium Confidence),Safe,0.462,Safe  (Low Confidence),Safe,0.388,Safe  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.018,Safe  (High Confidence),Toxic,0.932,Toxic  (High Confidence),Safe,0.002,Safe  (High Confidence)
N#CC1=C(N)S[C@H](C(=O)NC(=O)NC(=O)C(Cl)(Cl)Cl)[C@H]1c1ccc(Cl)cc1,Safe,0.157,Safe  (High Confidence),Safe,0.044,Safe  (High Confidence),Safe,0.439,Safe  (Low Confidence),-0.530,None,Safe,0.002,Safe  (High Confidence),Safe,0.108,Safe  (High Confidence),Toxic,0.996,Toxic  (High Confidence),Safe,0.113,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),0.420,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.749,Toxic  (Medium Confidence),Safe,0.004,Safe  (High Confidence),8.470,None,Toxic,0.999,Toxic  (High Confidence),Safe,0.036,Safe  (High Confidence),Safe,0.005,Safe  (High Confidence),Safe,0.005,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.070,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.198,Safe  (Medium Confidence),Safe,0.015,Safe  (High Confidence),Safe,0.093,Safe  (High Confidence),-1.550,PIGC50% > -0.5 log ug/L: toxic,2.350,None,1.560,None,4.610,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.931,Toxic  (High Confidence),Toxic,0.689,Toxic  (Medium Confidence),Toxic,0.914,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.230,Safe  (Medium Confidence),Toxic,0.646,Toxic  (Low Confidence),Toxic,0.719,Toxic  (Medium Confidence)
Cc1cc(Nc2c(Nc3cccc4c3N[C@@H](C)CC4)c(=O)c2=O)ccc1Br,Toxic,0.724,Toxic  (Medium Confidence),Safe,0.066,Safe  (High Confidence),Toxic,0.617,Toxic  (Low Confidence),1.330,None,Safe,0.000,Safe  (High Confidence),Safe,0.228,Safe  (Medium Confidence),Toxic,1.000,Toxic  (High Confidence),Toxic,0.799,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.112,Safe  (High Confidence),0.480,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.795,Toxic  (Medium Confidence),Safe,0.419,Safe  (Low Confidence),5.090,None,Toxic,0.996,Toxic  (High Confidence),Toxic,0.798,Toxic  (Medium Confidence),Safe,0.136,Safe  (High Confidence),Safe,0.121,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.100,Safe  (High Confidence),Safe,0.014,Safe  (High Confidence),Safe,0.366,Safe  (Low Confidence),Safe,0.011,Safe  (High Confidence),Toxic,0.768,Toxic  (Medium Confidence),-5.920,PIGC50% > -0.5 log ug/L: toxic,2.160,None,2.120,None,4.610,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.968,Toxic  (High Confidence),Toxic,0.580,Toxic  (Low Confidence),Toxic,0.550,Toxic  (Low Confidence),Safe,0.029,Safe  (High Confidence),Safe,0.366,Safe  (Low Confidence),Toxic,0.972,Toxic  (High Confidence),Safe,0.149,Safe  (High Confidence)
CN(C=O)P(=O)(Nc1c(N[C@H](CN2CCCCC2)C(C)(C)C)c(=O)c(=O)c1=O)N(CCCl)CCCl,Toxic,1.000,Toxic  (High Confidence),Safe,0.025,Safe  (High Confidence),Toxic,0.753,Toxic  (Medium Confidence),-0.810,None,Safe,0.000,Safe  (High Confidence),Safe,0.157,Safe  (High Confidence),Toxic,0.828,Toxic  (Medium Confidence),Safe,0.111,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),0.670,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.734,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),9.880,None,Toxic,0.999,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.040,Safe  (High Confidence),Safe,0.006,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.077,Safe  (High Confidence),Safe,0.029,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),-155.190,PIGC50% > -0.5 log ug/L: toxic,2.960,None,1.460,None,4.670,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.720,Toxic  (Medium Confidence),Toxic,0.514,Toxic  (Low Confidence),Toxic,0.742,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.115,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence)
CC1(C)[C@@H]2CC[C@@]1(C)[C@H](NC(=S)NC(=O)c1ccccc1)[C@H]2CC1CCCCC1,Safe,0.088,Safe  (High Confidence),Safe,0.048,Safe  (High Confidence),Toxic,0.938,Toxic  (High Confidence),0.610,None,Safe,0.000,Safe  (High Confidence),Safe,0.310,Safe  (Medium Confidence),Toxic,0.998,Toxic  (High Confidence),Toxic,0.707,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),0.290,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Safe,0.492,Safe  (Low Confidence),Toxic,0.906,Toxic  (High Confidence),6.050,None,Toxic,0.556,Toxic  (Low Confidence),Safe,0.010,Safe  (High Confidence),Safe,0.276,Safe  (Medium Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.007,Safe  (High Confidence),Safe,0.229,Safe  (Medium Confidence),Safe,0.001,Safe  (High Confidence),Toxic,0.604,Toxic  (Low Confidence),Safe,0.014,Safe  (High Confidence),Toxic,0.732,Toxic  (Medium Confidence),-21.720,PIGC50% > -0.5 log ug/L: toxic,2.760,None,1.620,None,3.920,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.878,Toxic  (High Confidence),Safe,0.496,Safe  (Low Confidence),Toxic,0.554,Toxic  (Low Confidence),Safe,0.013,Safe  (High Confidence),Toxic,0.504,Toxic  (Low Confidence),Toxic,0.656,Toxic  (Low Confidence),Safe,0.074,Safe  (High Confidence)
CCCCCOC(=O)Nc1c(N[C@@H](Cc2ccccc2)c2ccccc2)c1=O,Safe,0.010,Safe  (High Confidence),Safe,0.030,Safe  (High Confidence),Safe,0.412,Safe  (Low Confidence),1.370,None,Safe,0.011,Safe  (High Confidence),Safe,0.300,Safe  (Medium Confidence),Toxic,0.996,Toxic  (High Confidence),Toxic,0.692,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.005,Safe  (High Confidence),0.190,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.737,Toxic  (Medium Confidence),Toxic,0.965,Toxic  (High Confidence),5.940,None,Toxic,0.865,Toxic  (High Confidence),Toxic,0.563,Toxic  (Low Confidence),Safe,0.133,Safe  (High Confidence),Safe,0.005,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.177,Safe  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.322,Safe  (Medium Confidence),Safe,0.033,Safe  (High Confidence),Safe,0.108,Safe  (High Confidence),-17.560,PIGC50% > -0.5 log ug/L: toxic,2.450,None,1.860,None,4.420,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.131,Safe  (High Confidence),Toxic,0.589,Toxic  (Low Confidence),Toxic,0.569,Toxic  (Low Confidence),Safe,0.050,Safe  (High Confidence),Safe,0.077,Safe  (High Confidence),Toxic,0.753,Toxic  (Medium Confidence),Safe,0.002,Safe  (High Confidence)
COC(=O)c1c(NC(=O)N[C@@H]2c3ccccc3C[C@@H]2O)nn2ccccc12,Safe,0.005,Safe  (High Confidence),Safe,0.049,Safe  (High Confidence),Safe,0.305,Safe  (Medium Confidence),-0.180,None,Safe,0.011,Safe  (High Confidence),Safe,0.320,Safe  (Medium Confidence),Toxic,0.622,Toxic  (Low Confidence),Toxic,0.632,Toxic  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.005,Safe  (High Confidence),0.480,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.798,Toxic  (Medium Confidence),Safe,0.421,Safe  (Low Confidence),4.820,None,Toxic,0.991,Toxic  (High Confidence),Toxic,0.648,Toxic  (Low Confidence),Safe,0.015,Safe  (High Confidence),Safe,0.012,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.049,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.181,Safe  (Medium Confidence),Safe,0.006,Safe  (High Confidence),Safe,0.463,Safe  (Low Confidence),-11.310,PIGC50% > -0.5 log ug/L: toxic,2.390,None,2.260,None,4.070,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.786,Toxic  (Medium Confidence),Safe,0.433,Safe  (Low Confidence),Safe,0.326,Safe  (Medium Confidence),Safe,0.274,Safe  (Medium Confidence),Safe,0.007,Safe  (High Confidence),Safe,0.489,Safe  (Low Confidence),Safe,0.086,Safe  (High Confidence)
N#Cc1cc(Nc2c(Nc3cccc(CO)c3)c(=S)c2=S)n(-c2c(Cl)cc(C(F)(F)F)cc2Cl)n1,Toxic,0.804,Toxic  (Medium Confidence),Safe,0.079,Safe  (High Confidence),Toxic,0.699,Toxic  (Medium Confidence),0.970,None,Safe,0.000,Safe  (High Confidence),Safe,0.338,Safe  (Low Confidence),Toxic,1.000,Toxic  (High Confidence),Toxic,0.669,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.028,Safe  (High Confidence),0.080,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.919,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),7.730,None,Toxic,1.000,Toxic  (High Confidence),Safe,0.309,Safe  (Medium Confidence),Safe,0.132,Safe  (High Confidence),Safe,0.021,Safe  (High Confidence),Safe,0.375,Safe  (Low Confidence),Safe,0.097,Safe  (High Confidence),Safe,0.267,Safe  (Medium Confidence),Toxic,0.892,Toxic  (High Confidence),Safe,0.042,Safe  (High Confidence),Toxic,0.953,Toxic  (High Confidence),-282.170,PIGC50% > -0.5 log ug/L: toxic,2.800,None,0.930,None,6.370,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.987,Toxic  (High Confidence),Toxic,0.566,Toxic  (Low Confidence),Safe,0.403,Safe  (Low Confidence),Safe,0.003,Safe  (High Confidence),Toxic,0.707,Toxic  (Medium Confidence),Toxic,0.987,Toxic  (High Confidence),Toxic,0.999,Toxic  (High Confidence)
CC(C)Cc1ccc([C@H](C)C(=O)Nc2c(N[C@@H]3CCCC[C@H]3N(C)Cc3ccccc3B(O)O)c2=O)cc1,Safe,0.024,Safe  (High Confidence),Safe,0.038,Safe  (High Confidence),Toxic,0.762,Toxic  (Medium Confidence),0.680,None,Safe,0.000,Safe  (High Confidence),Safe,0.242,Safe  (Medium Confidence),Toxic,0.956,Toxic  (High Confidence),Safe,0.493,Safe  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),-0.110,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.730,Toxic  (Medium Confidence),Toxic,0.909,Toxic  (High Confidence),6.820,None,Toxic,0.986,Toxic  (High Confidence),Safe,0.049,Safe  (High Confidence),Safe,0.262,Safe  (Medium Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.018,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.443,Safe  (Low Confidence),Safe,0.004,Safe  (High Confidence),Safe,0.017,Safe  (High Confidence),-1948.310,PIGC50% > -0.5 log ug/L: toxic,3.170,None,2.190,None,9.240,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.984,Toxic  (High Confidence),Toxic,0.560,Toxic  (Low Confidence),Safe,0.478,Safe  (Low Confidence),Safe,0.028,Safe  (High Confidence),Safe,0.025,Safe  (High Confidence),Toxic,0.606,Toxic  (Low Confidence),Safe,0.000,Safe  (High Confidence)
COc1ccc(OC)c(Nc2c(Nc3cccc4c(OCC(C)C)cc(C(=O)NCc5ccccc5)nc34)c(=O)c(=O)c2=O)c1,Safe,0.168,Safe  (Medium Confidence),Safe,0.015,Safe  (High Confidence),Toxic,0.719,Toxic  (Medium Confidence),0.910,None,Safe,0.000,Safe  (High Confidence),Safe,0.051,Safe  (High Confidence),Toxic,1.000,Toxic  (High Confidence),Toxic,0.707,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.019,Safe  (High Confidence),0.380,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.871,Toxic  (High Confidence),Safe,0.023,Safe  (High Confidence),6.550,None,Toxic,1.000,Toxic  (High Confidence),Safe,0.492,Safe  (Low Confidence),Safe,0.292,Safe  (Medium Confidence),Safe,0.143,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.036,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.485,Safe  (Low Confidence),Safe,0.002,Safe  (High Confidence),Toxic,0.932,Toxic  (High Confidence),-64318.810,PIGC50% > -0.5 log ug/L: toxic,2.140,None,2.670,None,96.930,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.003,Safe  (High Confidence),Safe,0.198,Safe  (Medium Confidence),Safe,0.492,Safe  (Low Confidence),Safe,0.011,Safe  (High Confidence),Safe,0.014,Safe  (High Confidence),Toxic,0.980,Toxic  (High Confidence),Safe,0.261,Safe  (Medium Confidence)
